Date,Time,Location,Operator,Route,AC Type,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,time_of_day,Fatalities_degree,date_time,year,month,Season,all_died,time_period,reasons
03/12/2009,09:48,"Off St. Johns, Newfoundland",Cougar Helicopters,St. Johns - Hibernia platform,Sikorsky S-92A,18.0,16.0,2.0,17.0,15.0,2.0,0.0,The pilot reported a technical malfunction and radioed that he was returning to St. Johns. He then radioed a mayday. The helicopter then went down in what was a controlled emergency crash landing. The accident happened about 30 miles off St. Johns. Two main gearbox filter bowl assembly mounting studs made of titanium were found broken. This resulted in the loss of gearbox oil.,Morning,10-20 Fatalities,2009-03-12 09:48:00,2009,March,Spring,False,2006 and beyond,the pilot reported a technical malfunction and radioed that he was returning to st johns he then radioed a mayday the helicopter then went down in what was a controlled emergency crash landing the accident happened about 30 miles off st johns two main gearbox filter bowl assembly mounting studs made of titanium were found broken this resulted in the loss of gearbox oil
03/22/2009,14:28,"Butte, Montana",Eagle Cap Leasing,"Oroville, CA - Butte, MT",Pilatus PC-12/45,14.0,13.0,1.0,14.0,13.0,1.0,0.0,"The plane crashed 500 feet short of the runway while attempting to land at Bert Mooney Airport. The plane took a nosedive and crashed near Holy Cross cemetery. The plane was carrying children and adults from California to a skiing vacation in Montana when it diverted from its planned destination of Bozeman to Butte. The pilot, who did not use a required anti-ice additive in the fuel,continued to fly despite a deteriorating fuel system. In addition, the plane was 600 pounds over it's take-off weight.",Afternoon,10-20 Fatalities,2009-03-22 14:28:00,2009,March,Spring,True,2006 and beyond,the plane crashed 500 feet short of the runway while attempting to land at bert mooney airport the plane took a nosedive and crashed near holy cross cemetery the plane was carrying children and adults from california to a skiing vacation in montana when it diverted from its planned destination of bozeman to butte the pilot who did not use a required antiice additive in the fuelcontinued to fly despite a deteriorating fuel system in addition the plane was 600 pounds over its takeoff weight
03/23/2009,06:48,"Tokyo, Japan",FedEx,"Guangzhou, China - Tokyo, Japan",McDonnell Douglas MD-11,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"The fatigued pilot flying the cargo plane flared too late on landing. From his position in the cockpit he was then apparently unable to tell that the main gear had bounced and the tail was rising, so he pitched the plane down to bring the nose to the ground, instead of up to recover from the bounce. The plane bounced again, harder, lost   control, veered to the left, turned over, and was destroyed by fire.",Morning,0-5 Fatalities,2009-03-23 06:48:00,2009,March,Spring,True,2006 and beyond,the fatigued pilot flying the cargo plane flared too late on landing from his position in the cockpit he was then apparently unable to tell that the main gear had bounced and the tail was rising so he pitched the plane down to bring the nose to the ground instead of up to recover from the bounce the plane bounced again harder lost   control veered to the left turned over and was destroyed by fire
04/01/2009,14:00,"Off Crimond, Scotland",Bond Offshore Helicopters,Miller field - Aberdeen,Eurocopter AS 332L2 Super Puma 2,16.0,14.0,2.0,16.0,14.0,2.0,0.0,The helicopter crashed 35 miles East of Crimond in the North Sea while transporting oil workers. A mayday was received prior to the crash. Catastrophic failure of the main rotor gearbox.,Afternoon,10-20 Fatalities,2009-04-01 14:00:00,2009,April,Spring,True,2006 and beyond,the helicopter crashed 35 miles east of crimond in the north sea while transporting oil workers a mayday was received prior to the crash catastrophic failure of the main rotor gearbox
04/06/2009,12:30,"Bandung, Indonesia",Military - Indonesian Air Force,Militiary training,Fokker F-27 Friendship 400M,24.0,18.0,6.0,24.0,18.0,6.0,0.0,"While returning from a military training exercise, and attempting to land, the aircraft struck a hanger and burst into flames.",Afternoon,20-50 Fatalities,2009-04-06 12:30:00,2009,April,Spring,True,2006 and beyond,while returning from a military training exercise and attempting to land the aircraft struck a hanger and burst into flames
04/09/2009,07:00,"Near Wamena, Indonesia",Aviastar Mandiri,Jayapura - Wamena,British Aerospace BAe-146-300,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"The cargo plane crashed into Gunung Pike mountain while on approach and attempting to land at Wamena Airport. The crew did not appear to have awareness of the aircraft’s proximity with terrain until impact with terrain was imminent. The flight crew did not act on the Enhanced Ground Proximity Warning System aural warnings, and did not conform to the operator’s published operating procedures.",Morning,5-10 Fatalities,2009-04-09 07:00:00,2009,April,Spring,True,2006 and beyond,the cargo plane crashed into gunung pike mountain while on approach and attempting to land at wamena airport the crew did not appear to have awareness of the aircrafts proximity with terrain until impact with terrain was imminent the flight crew did not act on the enhanced ground proximity warning system aural warnings and did not conform to the operators published operating procedures
04/29/2009,06:00,"Massamba, Democratic Republic of Congo",Bako Air,"Bangui, CAR- Brazzaville, Congo - Harare, Zimbabwe",Boeing B-737-200,7.0,5.0,2.0,7.0,5.0,2.0,0.0,Crashed while en route on a ferrying flight. The plane had not been flown for a year.,Morning,5-10 Fatalities,2009-04-29 06:00:00,2009,April,Spring,True,2006 and beyond,crashed while en route on a ferrying flight the plane had not been flown for a year
05/03/2009,12:00,"Near El Alto de Rubio, Venezuela",Military - Venezuelan Army,Patrol,Mi-35,18.0,16.0,2.0,18.0,16.0,2.0,0.0,The helicopter was patrolling along the Venezuelan / Colombian border when radar contact was lost.,Afternoon,10-20 Fatalities,2009-05-03 12:00:00,2009,May,Spring,True,2006 and beyond,the helicopter was patrolling along the venezuelan  colombian border when radar contact was lost
05/20/2009,06:30,"Near Madiun, Indonesia",Military - Indonesian Air Force,Jakarta - Maduin,Lockheed C-130 Hercules,112.0,98.0,14.0,112.0,98.0,14.0,2.0,"While on approach, the military transport crashed into 4 houses, skidded into a rice field and burst into flames.",Morning,Greater than 100 Fatalities,2009-05-20 06:30:00,2009,May,Spring,True,2006 and beyond,while on approach the military transport crashed into 4 houses skidded into a rice field and burst into flames
05/26/2009,06:30,"Near Isiro, Democratic Republic Congo",Service Air,Goma - Isiro,Antonov An-26,4.0,0.0,4.0,4.0,0.0,3.0,2.0,The cargo plane crashed while on approach to Isiro-Matari Airport.,Night,0-5 Fatalities,2009-05-26 06:30:00,2009,May,Spring,True,2006 and beyond,the cargo plane crashed while on approach to isiromatari airport
06/01/2009,00:15,"Atlantic Ocean, 570 miles northeast of Natal, Brazil",Air France,Rio de Janeiro - Paris,Airbus A330-203,228.0,216.0,12.0,228.0,216.0,12.0,0.0,"The Airbus went missing over the Atlantic Ocean on a flight from Rio de Janeiro to Paris, France. The plane departed from Rio de Janeiro-Galeao International Airport at 19:03 LT bound for Charles de Gaulle Airport in Paris. The last radio contact with the flight was at 01:33 UTC.  The aircraft left CINDACTA III radar coverage at 01:48 UTC, flying normally at FL350. The aircraft reportedly went through a thunderstorm with strong turbulence at 02:00 UTC. At 02:14 UTC an automated message was received indicating a failure of the electrical system. The plane carried 12 crew members and 216 passengers. The wreckage was finally discovered on April 3, 2011 using unmanned submarines.  Flight447 passed into clouds associated with a large system of thunderstorms, its speed sensors became iced over, and the autopilot disengaged. In the ensuing confusion, the pilots lost control of the airplane because they reacted incorrectly to the loss of instrumentation and then seemed unable to comprehend the nature of the problems they had caused. Neither weather nor malfunction doomed flight, nor a complex chain of error, but a simple but persistent mistake on the part of one of the pilots.    The crew did not realize the plane was in a stall, were insufficiently trained in flying manually, and never informed the passengers that anything was wrong before they plunged into the sea. The captain was on a rest break when the warnings began. The two co-pilots were facing faulty speed readings from unreliable sensors and repeated alarm signals, but fail to explain why the pilots responded the way they did. It's unclear why the co-pilot at the controls maintained a nose-up input - contrary to the normal procedure to come out of an aerodynamic stall. Normally, the nose should be pointed slightly downward to regain lift in such a stall, often caused because the plane is traveling too slowly. A basic maneuver for stall recovery, which pilots are taught at the outset of their flight training, is to push the yoke forward and apply full throttle to lower the nose of the plane and build up speed. The report confirms that external speed sensors obstructed by ice crystals produced irregular speed readings on the plane. Since the accident, Air France has replaced the speed monitors on all its Airbus A330 and A340 aircraft. The BEA said neither of the co-pilots at the controls had received recent training for manual aircraft handling, or had any high-altitude schooling in case of unreliable air speed readings. A stall warning sounded numerous times, and once for a full 54 seconds, but the crew made no reference to it in cockpit exchanges before the jet crashed.",Night,Greater than 100 Fatalities,2009-06-01 00:15:00,2009,June,Summer,True,2006 and beyond,the airbus went missing over the atlantic ocean on a flight from rio de janeiro to paris france the plane departed from rio de janeirogaleao international airport at 1903 lt bound for charles de gaulle airport in paris the last radio contact with the flight was at 0133 utc  the aircraft left cindacta iii radar coverage at 0148 utc flying normally at fl350 the aircraft reportedly went through a thunderstorm with strong turbulence at 0200 utc at 0214 utc an automated message was received indicating a failure of the electrical system the plane carried 12 crew members and 216 passengers the wreckage was finally discovered on april 3 2011 using unmanned submarines  flight447 passed into clouds associated with a large system of thunderstorms its speed sensors became iced over and the autopilot disengaged in the ensuing confusion the pilots lost control of the airplane because they reacted incorrectly to the loss of instrumentation and then seemed unable to comprehend the nature of the problems they had caused neither weather nor malfunction doomed flight nor a complex chain of error but a simple but persistent mistake on the part of one of the pilots    the crew did not realize the plane was in a stall were insufficiently trained in flying manually and never informed the passengers that anything was wrong before they plunged into the sea the captain was on a rest break when the warnings began the two copilots were facing faulty speed readings from unreliable sensors and repeated alarm signals but fail to explain why the pilots responded the way they did its unclear why the copilot at the controls maintained a noseup input  contrary to the normal procedure to come out of an aerodynamic stall normally the nose should be pointed slightly downward to regain lift in such a stall often caused because the plane is traveling too slowly a basic maneuver for stall recovery which pilots are taught at the outset of their flight training is to push the yoke forward and apply full throttle to lower the nose of the plane and build up speed the report confirms that external speed sensors obstructed by ice crystals produced irregular speed readings on the plane since the accident air france has replaced the speed monitors on all its airbus a330 and a340 aircraft the bea said neither of the copilots at the controls had received recent training for manual aircraft handling or had any highaltitude schooling in case of unreliable air speed readings a stall warning sounded numerous times and once for a full 54 seconds but the crew made no reference to it in cockpit exchanges before the jet crashed
06/07/2009,08:30,"Near Port Hope Simpson, Newfoundland, Canada",Strait Air,Lourdes de Blanc Sablon - Port Hope Simpson,Britten-Norman BN-2A-27 Islander,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The air ambulance crashed into hills while attempting to land in heavy fog about 4 miles from the airport.,Morning,0-5 Fatalities,2009-06-07 08:30:00,2009,June,Summer,True,2006 and beyond,the air ambulance crashed into hills while attempting to land in heavy fog about 4 miles from the airport
06/08/2009,08:30,"State of Arunachal Pradesh, India",Military - Indian Air Force,Mechuka - Jorhat,Antonov An-32,13.0,6.0,7.0,13.0,6.0,7.0,0.0,The military transport went missing while en route and might have crashed due to heavy rain in the mountainous region.,Afternoon,10-20 Fatalities,2009-06-08 08:30:00,2009,June,Summer,True,2006 and beyond,the military transport went missing while en route and might have crashed due to heavy rain in the mountainous region
06/29/2009,16:01,"Near Wamena, Indonesia",Aviastar Mandiri,"Dekari - Wamena, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"While en route and nearing it's destination, the cargo plane crashed into a 9,600 ft. mountain in the Tangma district.",Afternoon,0-5 Fatalities,2009-06-29 16:01:00,2009,June,Summer,True,2006 and beyond,while en route and nearing its destination the cargo plane crashed into a 9600 ft mountain in the tangma district
06/30/2009,01:51,"Off Mitsamiouli, Comoros",Yemenia Airway,"Sana'a, Yemen - Moroni, Comoros",Airbus A310-324,153.0,142.0,11.0,152.0,141.0,11.0,0.0,"The plane crashed into the Indian Ocean, 10 miles off the coast,while attempting a second approach to Hahaya Airport in Moroni. A 12 year old girl survived the accident. Crew error. The accident was due to inappropriate action by the crew during a non-stabilizing maneuver.",Night,Greater than 100 Fatalities,2009-06-30 01:51:00,2009,June,Summer,False,2006 and beyond,the plane crashed into the indian ocean 10 miles off the coastwhile attempting a second approach to hahaya airport in moroni a 12 year old girl survived the accident crew error the accident was due to inappropriate action by the crew during a nonstabilizing maneuver
07/03/2009,01:51,"Near,  Peshawar ,  Pakistan",Military - Pakistan Army,"Sana'a, Yemen - Moroni, Comoros",Mil Mi-17,26.0,24.0,2.0,26.0,24.0,2.0,0.0,The military helicopter crashed en route while transporting troops.,Morning,20-50 Fatalities,2009-07-03 01:51:00,2009,July,Summer,True,2006 and beyond,the military helicopter crashed en route while transporting troops
07/15/2009,11:33,"Near Qazvin, Iran",Caspian Airlines,"Tehran, Iran - Yerevan, Armenia",Tupolev 154M,168.0,153.0,15.0,168.0,153.0,15.0,0.0,"The airliner crashed into a field 75 miles northwest of Tehran, 11 minutes after taking off from Imam Khomeini Airport. The plane exploded and disintegrated upon impact. Separation of a piece of the low pressure compressor from the No. 1 engine. Debris from that  hit the aircraft  body, disabling the fuel lines.",Morning,Greater than 100 Fatalities,2009-07-15 11:33:00,2009,July,Summer,True,2006 and beyond,the airliner crashed into a field 75 miles northwest of tehran 11 minutes after taking off from imam khomeini airport the plane exploded and disintegrated upon impact separation of a piece of the low pressure compressor from the no 1 engine debris from that  hit the aircraft  body disabling the fuel lines
07/19/2009,11:50,"Kandahar Airport, Afghanistan",Vertical-T Air,"Tehran, Iran - Yerevan, Armenia",Mil Mi-8,21.0,153.0,15.0,16.0,153.0,15.0,0.0,A civilian contractor's helicopter crashed while attempting to take off.,Morning,10-20 Fatalities,2009-07-19 11:50:00,2009,July,Summer,False,2006 and beyond,a civilian contractors helicopter crashed while attempting to take off
07/24/2009,18:20,"Mashad, Iran",Aria Airlines,Tehran - Mashad,Ilyushin Il-62M,153.0,138.0,15.0,16.0,3.0,13.0,0.0,"While attempting to land, the plane skidded off the runway and crashed into a wall. Iran's Civil Aviation Organization stated the plane flew too fast during the approach and landing. The usual landing speed for an Il-62 would have been between 145 and 165 mph, however, it landed at a speed of 197 mph. Because of this, the airplane ran off the runway and collided with a wall.",Evening,10-20 Fatalities,2009-07-24 18:20:00,2009,July,Summer,False,2006 and beyond,while attempting to land the plane skidded off the runway and crashed into a wall irans civil aviation organization stated the plane flew too fast during the approach and landing the usual landing speed for an il62 would have been between 145 and 165 mph however it landed at a speed of 197 mph because of this the airplane ran off the runway and collided with a wall
08/02/2009,10:25,"Ampisibil Village, Indonesia",Merpati Nusantara Airlines,Jayapura - Oksibil,de Havilland Canada DHC-6 Twin Otter 300,16.0,13.0,3.0,16.0,13.0,3.0,0.0,"Contact was lost with the aircraft 15 minutes after taking off. Debris was found in the Bintang mountains at an elevation of 9,300 feet. The crew did not maintain visual flight procedures when flying below lowest safe altitude, and the aircraft was flown into cloud in the vicinity of gap north west of Oksibil. The accident was consistent with controlled flight into terrain.",Morning,10-20 Fatalities,2009-08-02 10:25:00,2009,August,Summer,True,2006 and beyond,contact was lost with the aircraft 15 minutes after taking off debris was found in the bintang mountains at an elevation of 9300 feet the crew did not maintain visual flight procedures when flying below lowest safe altitude and the aircraft was flown into cloud in the vicinity of gap north west of oksibil the accident was consistent with controlled flight into terrain
08/04/2009,14:30,"Koh Samui, Thailand",Bangkok Airlines,Karabi - Koh Samui,ATR-72-212A,72.0,68.0,4.0,1.0,0.0,1.0,0.0,"The plane skidded off the runway and collided with an unused control tower, killing the pilot.",Afternoon,0-5 Fatalities,2009-08-04 14:30:00,2009,August,Summer,False,2006 and beyond,the plane skidded off the runway and collided with an unused control tower killing the pilot
08/08/2009,12:00,"New York, New York",Liberty Helicopter Sightseeing Tours / Private,"Sightseeing / Teteboro - Ocean City, NJ",Eurocopter AS-350BA / Piper PA-32R-300,9.0,7.0,2.0,9.0,7.0,2.0,0.0,Midair collision between a sightseeing helicopter and Piper Saratoga. Both aircraft fell into the Hudson River after colliding. The private plane approached and hit the the helicopter at almost a 90 degree angle. Both were flying VFR. Six killed on the helicopter and 3 aboard the private plane.,Afternoon,5-10 Fatalities,2009-08-08 12:00:00,2009,August,Summer,True,2006 and beyond,midair collision between a sightseeing helicopter and piper saratoga both aircraft fell into the hudson river after colliding the private plane approached and hit the the helicopter at almost a 90 degree angle both were flying vfr six killed on the helicopter and 3 aboard the private plane
08/11/2009,11:14,"Near Port Moresby, Papua New Guinea", Airlines  PNG,Port Moreby - Kokoda,de Havilland Canada DHC-6 Twin Otter 300,13.0,11.0,2.0,13.0,11.0,2.0,0.0,"The aircraft crashed on the eastern side of the Kokoda Gap, about 11 kms. southeast of Kokoda Airport. The aircraft impacted steep, heavily timbered terrain in a near-level altitude. Significant layers of clouds were in the area between the altitudes of 800 and 18,000 ft. with isolated showers and thunderstorms and embedded Cumulo Nimbus clouds.",Morning,10-20 Fatalities,2009-08-11 11:14:00,2009,August,Summer,True,2006 and beyond,the aircraft crashed on the eastern side of the kokoda gap about 11 kms southeast of kokoda airport the aircraft impacted steep heavily timbered terrain in a nearlevel altitude significant layers of clouds were in the area between the altitudes of 800 and 18000 ft with isolated showers and thunderstorms and embedded cumulo nimbus clouds
08/26/2009,05:00,"Nganga Lingolo, Congo",Aero Fret Business,Pointe Noire - Brazzaville,Antonov An-12BK,7.0,2.0,5.0,7.0,2.0,5.0,0.0,"The cargo plane crashed 7 miles SE of Brazzaville into a cemetery, short of the runway, while on approach to land. Reports indicate the rear of the plane had been on fire and the aircraft broke up before it hit the ground.",Night,5-10 Fatalities,2009-08-26 05:00:00,2009,August,Summer,True,2006 and beyond,the cargo plane crashed 7 miles se of brazzaville into a cemetery short of the runway while on approach to land reports indicate the rear of the plane had been on fire and the aircraft broke up before it hit the ground
09/08/2009,10:30,"Ugamsk Gorge, South Kazakistan",Military - Kazakhstan border guard service,Patrol,Mil Mi-8,13.0,2.0,5.0,10.0,2.0,5.0,0.0,The helicopter crashed while while pursuing suspected gunmen near the Uzbek border.,Morning,10-20 Fatalities,2009-09-08 10:30:00,2009,September,Autumn,False,2006 and beyond,the helicopter crashed while while pursuing suspected gunmen near the uzbek border
09/24/2009,08:00,"Merebank, South Africa",SA Airlink,"Durban - Pietemaritburg, South Africa",British Aerospace Jetstream 41,3.0,0.0,3.0,1.0,0.0,1.0,0.0,"The aircraft was on a positioning flight when it suffered an engine failure on take off.  The crew declared an emergency but the plane crashed onto a vacant lot, slid though a  fence and broke up on the grounds of a school, 400 meters from the runway. Instead of shutting down the malfunctioning engine, the pilot switched off the left engine - which was serviceable.",Morning,0-5 Fatalities,2009-09-24 08:00:00,2009,September,Autumn,False,2006 and beyond,the aircraft was on a positioning flight when it suffered an engine failure on take off  the crew declared an emergency but the plane crashed onto a vacant lot slid though a  fence and broke up on the grounds of a school 400 meters from the runway instead of shutting down the malfunctioning engine the pilot switched off the left engine  which was serviceable
09/25/2009,23:30,"Georgetown, South Carolina",Omniflight Helicopters Inc.,Charleston - Conway,Eurocopter AS350-B2,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"The air ambulance crashed shortly after departure after dropping off a patient and while returning to base. The pilot, medic and nurse were all killed. The pilot’s decision to continue the visual flight rules flight into an area of instrument meteorological conditions, which resulted in the pilot’s spatial disorientation and a loss of control of the helicopter. Contributing to the accident was the inadequate oversight of the flight by Omniflight’s Operational Control Center.",Evening,0-5 Fatalities,2009-09-25 23:30:00,2009,September,Autumn,True,2006 and beyond,the air ambulance crashed shortly after departure after dropping off a patient and while returning to base the pilot medic and nurse were all killed the pilots decision to continue the visual flight rules flight into an area of instrument meteorological conditions which resulted in the pilots spatial disorientation and a loss of control of the helicopter contributing to the accident was the inadequate oversight of the flight by omniflights operational control center
10/17/2009,12:38,"Manila, Philippines",Victoria Air,"Manila - Puerto Princesa, Philippines",Douglas DC-3C,4.0,0.0,4.0,4.0,0.0,4.0,0.0,Shortly after take off the crew reported engine problems and requested an emergency return to the airport. The pilot was not able to make the turn and the cargo plane crashed into an abandoned warehouse and burst into flames.,Afternoon,0-5 Fatalities,2009-10-17 12:38:00,2009,October,Autumn,True,2006 and beyond,shortly after take off the crew reported engine problems and requested an emergency return to the airport the pilot was not able to make the turn and the cargo plane crashed into an abandoned warehouse and burst into flames
10/21/2009,15:31,"Sharjah, United Arab Emirates",Azzi,"Sharjar, UAE- Khartoum, Sudan",Boeing 707-330C,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"The cargo plane took off, banked to the right and crashed into the desert, 3km from the airport.",Afternoon,5-10 Fatalities,2009-10-21 15:31:00,2009,October,Autumn,True,2006 and beyond,the cargo plane took off banked to the right and crashed into the desert 3km from the airport
10/22/2009,10:45,"Off Bonaire, Netherlands Antilles",Divi Divi Air,"Curacao - Bonaire, Netherlands Antilles",Britten-Norman BN-2A-8 Island,10.0,9.0,1.0,1.0,0.0,1.0,0.0,"While on approach, the right engine failed and the pilot was not able to maintain altitude. The plane ditched into the ocean.Nine passengers were rescued but the pilot was not able to leave the sinking plane and died.",Morning,0-5 Fatalities,2009-10-22 10:45:00,2009,October,Autumn,False,2006 and beyond,while on approach the right engine failed and the pilot was not able to maintain altitude the plane ditched into the oceannine passengers were rescued but the pilot was not able to leave the sinking plane and died
11/01/2009,21:19,"Off Mongokhto, Russia",Military - Russian Navy,Ferrying,Tupolev Tu-142M3,11.0,0.0,11.0,11.0,0.0,11.0,0.0,Crashed 20 miles offshore in the Tartar Strait while on approach.,Evening,10-20 Fatalities,2009-11-01 21:19:00,2009,November,Autumn,True,2006 and beyond,crashed 20 miles offshore in the tartar strait while on approach
11/01/2009,08:49,"Mirny, Russia",Russian Ministry of Interior,Mirnyy - Irkutsk,Ilyushin Il-76,11.0,0.0,11.0,11.0,0.0,11.0,0.0,"While taking off the aircraft barely rose off the ground, banked to the right and crashed 1.5 km from the airport. Seven crew as well as four members from a replacement crew were on board.",Morning,10-20 Fatalities,2009-11-01 08:49:00,2009,November,Autumn,True,2006 and beyond,while taking off the aircraft barely rose off the ground banked to the right and crashed 15 km from the airport seven crew as well as four members from a replacement crew were on board
11/12/2009,13:30,"Kigali, Rwanda",Rwandair,"Kigali, Rwanda - Entebbe, Uganda",Canadair CRJ-100ER,15.0,12.0,3.0,1.0,1.0,0.0,0.0,"Fifteen minutes after taking off, the pilot announced that the aircraft had a mechanical problem and was returning to the airport. After coming to a stop, for some unexplained reason, the plane took off again at full power, made a right turn and crashed into the VIP lounge.",Afternoon,0-5 Fatalities,2009-11-12 13:30:00,2009,November,Autumn,False,2006 and beyond,fifteen minutes after taking off the pilot announced that the aircraft had a mechanical problem and was returning to the airport after coming to a stop for some unexplained reason the plane took off again at full power made a right turn and crashed into the vip lounge
11/14/2009,02:00,"Near Reno, Nevada",Mountain Lifeflight,"Reno, NV - Susanville, CA",Aerospatiale AS350,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"The medical helicopter crashed and burned about 29 miles northwest of Reno, while returning to its base in Susanville, after dropping off a patient at a Reno hospital. All three crew members aboard were killled.",Night,0-5 Fatalities,2009-11-14 02:00:00,2009,November,Autumn,True,2006 and beyond,the medical helicopter crashed and burned about 29 miles northwest of reno while returning to its base in susanville after dropping off a patient at a reno hospital all three crew members aboard were killled
11/28/2009,08:16,"Shanghai, China",Avient Aviation,"Shanghai, China - Bishkek, Kyrgyzstan",McDonnell Douglas MD-11F,7.0,0.0,7.0,3.0,0.0,3.0,0.0,"The cargo plane veered off the runway, crashed and burned after the tail struck the ground as it attempted to take off.",Morning,0-5 Fatalities,2009-11-28 08:16:00,2009,November,Autumn,False,2006 and beyond,the cargo plane veered off the runway crashed and burned after the tail struck the ground as it attempted to take off
11/29/2009,16:10,"Lyall Harbour, BC, Canada",Seair Seaplanes,Lyall Harbour - Vancouver,de Havilland Canada DHC-2 Beaver MK- 1,8.0,7.0,1.0,6.0,6.0,0.0,0.0,The float plane crashed off Saturna Island after taking off from Lyall Harbour. A female passenger and the pilot survived.,Afternoon,5-10 Fatalities,2009-11-29 16:10:00,2009,November,Autumn,False,2006 and beyond,the float plane crashed off saturna island after taking off from lyall harbour a female passenger and the pilot survived
01/22/2010,00:10,"Off Sand Point, Alaska",Alaska Central Express,Sand Point - Anchorage,Beechcraft 1900C-1,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The cargo plane crashed into the water shortly after taking off with a cargo of fish and mail.,Night,0-5 Fatalities,2010-01-22 00:10:00,2010,January,Winter,True,2006 and beyond,the cargo plane crashed into the water shortly after taking off with a cargo of fish and mail
01/25/2010,02:35,"Off Na'ameh, Lebanon",Ethiopian Airlines,"Beirut, Lebanon - Addis Ababa, Ethiopia",Boeing 737-8AS,90.0,82.0,8.0,90.0,82.0,8.0,0.0,"The passenger plane disappeared off radar shortly after taking off from Rafik Hariri International Airport in stormy weather and crashed into the Mediterranean Sea, two miles west of  the village of Na'ameh, Lebanon. The flight crew's mismanagement of the aircraft's speed, altitude, headings and attitude through inconsistent flight control inputs resulting in a loss of control. The flight crew failure to abide by CRM principles of mutual support and calling deviations hindered any timely intervention and correction.",Night,50-100 Fatalities,2010-01-25 02:35:00,2010,January,Winter,True,2006 and beyond,the passenger plane disappeared off radar shortly after taking off from rafik hariri international airport in stormy weather and crashed into the mediterranean sea two miles west of  the village of naameh lebanon the flight crews mismanagement of the aircrafts speed altitude headings and attitude through inconsistent flight control inputs resulting in a loss of control the flight crew failure to abide by crm principles of mutual support and calling deviations hindered any timely intervention and correction
01/25/2010,14:30,"Near Senador Jose Porfírio, Brazil",Piquiatuba Taxi Aereo,Belem - Senador Jose Porfírio,Embraer EMB-110C Bandeirante,10.0,8.0,2.0,2.0,1.0,1.0,0.0,"The commuter plane crashed while attempting to land, killing the captain and one passenger.",Afternoon,0-5 Fatalities,2010-01-25 14:30:00,2010,January,Winter,False,2006 and beyond,the commuter plane crashed while attempting to land killing the captain and one passenger
01/28/2010,11:30,"Cotabato City, Philippines",Military - Philippine Air Force,Cotabato Cty - Zamboanga City,GAF N22B Nomad,8.0,6.0,2.0,8.0,6.0,2.0,1.0,"While taking off, the crew experienced an engine fire and tried to make an emergency landing but crashed into a residential neighborhood.",Morning,5-10 Fatalities,2010-01-28 11:30:00,2010,January,Winter,True,2006 and beyond,while taking off the crew experienced an engine fire and tried to make an emergency landing but crashed into a residential neighborhood
02/14/2010,11:30,"Near Saada, Yemen",Military - Yemeni Arm,Cotabato Cty - Zamboanga City,Helicopter,11.0,9.0,2.0,11.0,9.0,2.0,2.0,The helicopter crashed into a military vehicle shortly after taking off from the military airport carrying seven wounded soldiers and its crew of four soldiers. The accident was reported to have been caused by a technical fault.,Morning,10-20 Fatalities,2010-02-14 11:30:00,2010,February,Winter,True,2006 and beyond,the helicopter crashed into a military vehicle shortly after taking off from the military airport carrying seven wounded soldiers and its crew of four soldiers the accident was reported to have been caused by a technical fault
04/10/2010,10:41,"Smolensk, Russia",Military - Polish Air Force,"Warsaw, Poland - Smolensk Russia",Tupolev 154M,96.0,88.0,8.0,96.0,88.0,8.0,0.0,"The military jet crashed and was destroyed while attempting to land in dense fog and poor visibility. The crew requested permission to carry out a trial approach to a decision height of 100 m and told the controller to expect a go-around. A few seconds before impact, the autopilot and autothrottle were disconnected in order to execute a go-around. The airplane impacted upsloping terrain at a distance of about 1,100 meters from the runway and 40 m to the left of extended centerline. The immediate cause of the accident was the failure of the crew to make a timely decision to proceed to an alternate airport although they were not once timely informed of the actual weather conditions at Smolensk, which were significantly lower than the established airport minima. Descent without visual contact with ground references to an altitude much lower than minimum descent altitude for a go-around,  in order to establish visual flight. No reaction to the numerous TAWS warnings which led to controlled flight into terrain, aircraft destruction and death of the crew and passengers.  Polish president Lech Kaczynski and his wife were among the dead.",Morning,50-100 Fatalities,2010-04-10 10:41:00,2010,April,Spring,True,2006 and beyond,the military jet crashed and was destroyed while attempting to land in dense fog and poor visibility the crew requested permission to carry out a trial approach to a decision height of 100 m and told the controller to expect a goaround a few seconds before impact the autopilot and autothrottle were disconnected in order to execute a goaround the airplane impacted upsloping terrain at a distance of about 1100 meters from the runway and 40 m to the left of extended centerline the immediate cause of the accident was the failure of the crew to make a timely decision to proceed to an alternate airport although they were not once timely informed of the actual weather conditions at smolensk which were significantly lower than the established airport minima descent without visual contact with ground references to an altitude much lower than minimum descent altitude for a goaround  in order to establish visual flight no reaction to the numerous taws warnings which led to controlled flight into terrain aircraft destruction and death of the crew and passengers  polish president lech kaczynski and his wife were among the dead
